run_id,frame,track_id,classe,x1,y1,x2,y2,confiance
3,32,1411,car,205,710,433,868,0.753
3,32,1417,car,1459,524,1581,601,0.818
3,32,1424,car,1662,888,1919,1079,0.685
3,32,1425,car,1667,711,1907,835,0.858
3,32,1426,truck,638,488,714,551,0.508
3,33,1411,car,162,727,409,899,0.763
3,33,1417,car,1449,519,1566,595,0.764
3,33,1424,car,1622,853,1919,1074,0.712
3,33,1425,car,1636,691,1873,810,0.811
3,33,1426,car,629,492,709,555,0.63
3,33,1427,car,1116,552,1205,628,0.578
3,33,1423,car,667,429,718,468,0.621
3,34,1411,car,115,748,382,935,0.839
3,34,1417,car,1438,514,1551,587,0.75
3,34,1424,car,1587,820,1908,1046,0.799
3,34,1425,car,1608,674,1833,789,0.818
3,34,1426,car,622,494,704,560,0.663
3,35,1411,car,61,769,351,974,0.887
3,35,1417,car,1425,509,1538,581,0.625
3,35,1424,car,1554,789,1870,1006,0.763
3,35,1425,car,1581,660,1793,767,0.834
3,35,1426,car,613,495,698,564,0.69
3,35,1423,car,660,431,711,471,0.742
3,36,1411,car,13,793,318,1020,0.886
3,36,1417,car,1418,504,1524,571,0.702
3,36,1424,car,1524,765,1825,967,0.794
3,36,1425,car,1558,650,1755,747,0.818
3,36,1426,car,604,499,691,569,0.673
3,36,1423,car,656,432,708,471,0.751
3,37,1411,car,0,821,282,1061,0.892
3,37,1417,car,1410,499,1511,565,0.771
3,37,1424,car,1500,741,1779,932,0.79
3,37,1425,car,1535,640,1722,731,0.829
3,37,1426,car,596,502,686,575,0.585
3,37,1423,car,650,431,705,473,0.641
3,38,1411,car,0,852,238,1078,0.752
3,38,1417,car,1402,497,1499,559,0.751
3,38,1424,car,1471,724,1734,900,0.862
3,38,1425,car,1516,623,1692,718,0.819
3,38,1426,car,587,505,680,581,0.665
3,38,1423,car,646,431,704,476,0.747
3,38,1428,car,1092,517,1170,587,0.526
3,39,1411,car,0,889,188,1080,0.776
3,39,1417,car,1391,494,1489,555,0.655
3,39,1424,car,1453,705,1695,871,0.732
3,39,1425,car,1497,610,1663,702,0.89
3,39,1426,car,577,509,672,586,0.736
3,39,1423,car,641,434,699,477,0.747
3,40,1417,car,1383,489,1477,550,0.662
3,40,1424,car,1435,685,1658,844,0.703
3,40,1425,car,1477,599,1637,689,0.787
3,40,1423,car,636,435,695,477,0.676
3,41,1417,car,1376,485,1468,545,0.674
3,41,1424,car,1416,673,1623,819,0.813
3,41,1425,car,1461,588,1612,674,0.855
3,41,1423,car,632,437,691,479,0.656
3,41,1429,car,13,301,79,329,0.575
3,41,1426,car,557,517,656,600,0.553
3,42,1417,car,1368,482,1457,539,0.714
3,42,1424,car,1401,659,1596,798,0.811
3,42,1425,car,1447,579,1590,655,0.809
3,42,1423,car,627,438,686,481,0.733
3,42,1429,car,9,301,73,328,0.515
3,42,1426,car,545,521,650,608,0.709
3,43,1417,car,1362,479,1449,534,0.654
3,43,1424,car,1384,647,1570,780,0.636
3,43,1425,car,1433,572,1569,645,0.845
3,43,1423,car,622,438,684,484,0.776
3,43,1426,car,533,527,642,616,0.593
3,44,1417,car,1356,475,1441,529,0.657
3,44,1424,car,1369,638,1546,760,0.704
3,44,1425,car,1417,563,1550,640,0.825
3,44,1423,car,615,439,681,486,0.744
3,44,1426,car,520,532,629,624,0.536
3,44,1430,car,1079,488,1144,547,0.685
3,45,1417,car,1347,469,1431,525,0.752
3,45,1424,car,1358,624,1524,743,0.626
3,45,1425,car,1405,556,1532,631,0.722
3,45,1423,car,611,441,677,489,0.815
3,45,1426,car,508,536,621,631,0.607
3,45,1430,car,1075,482,1140,541,0.733
3,46,1417,car,1339,464,1424,521,0.746
3,46,1424,car,1343,612,1504,728,0.762
3,46,1425,car,1393,549,1514,622,0.87
3,46,1423,car,607,443,672,490,0.74
3,46,1426,car,494,540,615,639,0.508
3,46,1430,car,1072,477,1135,534,0.712
3,47,1417,car,1332,463,1415,517,0.746
3,47,1424,car,1332,599,1484,713,0.744
3,47,1425,car,1382,540,1497,611,0.821
3,47,1423,car,602,444,669,492,0.813
3,47,1430,car,1069,473,1132,527,0.714
3,48,1417,car,1328,459,1406,513,0.719
3,48,1424,car,1321,593,1466,697,0.75
3,48,1425,car,1371,535,1484,604,0.794
3,48,1423,car,597,446,664,494,0.756
3,48,1430,car,1068,472,1127,523,0.739
3,48,1431,car,284,294,332,320,0.542
3,48,1426,car,463,553,594,646,0.652
3,49,1417,car,1321,459,1400,509,0.683
3,49,1424,car,1310,585,1448,688,0.818
3,49,1425,car,1361,530,1469,596,0.77
3,49,1423,car,590,447,661,497,0.702
3,49,1430,car,1067,469,1122,519,0.649
3,49,1431,car,280,292,331,319,0.504
3,50,1417,car,1317,454,1392,505,0.787
3,50,1424,car,1301,574,1437,672,0.585
3,50,1425,car,1351,520,1456,587,0.664
3,50,1423,car,584,449,656,500,0.592
3,50,1430,car,1064,466,1119,514,0.652
3,50,1432,car,1396,932,1725,1075,0.741
3,51,1417,car,1311,453,1386,502,0.747
3,51,1425,car,1341,516,1443,579,0.543
3,51,1423,car,577,451,653,503,0.687
3,52,1417,car,1306,451,1379,499,0.833
3,52,1425,car,1334,511,1431,573,0.691
3,52,1423,car,569,453,645,506,0.652
3,52,1424,car,1281,558,1406,646,0.6
3,52,1430,car,1061,458,1114,504,0.556
3,53,1417,car,1303,447,1372,494,0.784
3,53,1425,car,1325,505,1419,566,0.78
3,53,1423,car,563,455,639,509,0.737
3,53,1424,car,1271,553,1393,640,0.655
3,53,1430,car,1061,456,1112,500,0.582
3,54,1417,car,1296,445,1364,491,0.744
3,54,1425,car,1317,501,1408,561,0.64
3,54,1423,car,557,456,637,512,0.759
3,54,1424,car,1264,545,1381,632,0.592
3,54,1430,car,1057,452,1109,497,0.601
3,55,1417,car,1290,441,1357,487,0.727
3,55,1425,car,1307,496,1397,552,0.599
3,55,1423,car,549,457,630,515,0.852
3,55,1424,car,1258,539,1370,623,0.742
3,55,1430,car,1057,448,1107,491,0.653
3,55,1434,car,301,613,493,767,0.504
3,56,1417,car,1285,439,1352,486,0.738
3,56,1425,car,1302,492,1388,549,0.555
3,56,1423,car,542,460,624,518,0.797
3,56,1424,car,1249,535,1358,615,0.59
3,56,1430,car,1056,445,1105,489,0.739
3,56,1434,car,274,634,478,786,0.721
3,57,1417,car,1281,437,1346,482,0.791
3,57,1425,car,1296,488,1376,543,0.649
3,57,1423,car,534,462,618,520,0.752
3,57,1424,car,1243,530,1348,607,0.504
3,57,1430,car,1052,444,1103,487,0.674
3,57,1434,car,237,646,458,812,0.502
3,57,1431,car,256,289,314,317,0.532
3,58,1417,car,1277,435,1340,479,0.737
3,58,1425,car,1291,486,1369,536,0.72
3,58,1423,car,525,464,613,524,0.787
3,58,1424,car,1237,523,1339,600,0.687
3,58,1430,car,1051,442,1101,482,0.628
3,58,1434,car,198,659,434,840,0.53
3,59,1423,car,517,466,607,530,0.77
3,59,1424,car,1232,518,1330,594,0.611
3,59,1430,car,1048,438,1099,479,0.511
3,59,1434,car,154,671,409,866,0.608
3,60,1423,car,506,469,600,533,0.776
3,60,1430,car,1049,434,1097,476,0.673
3,60,1434,car,107,686,382,899,0.779
3,61,1423,car,496,473,593,539,0.811
3,61,1430,car,1046,431,1094,473,0.566
3,61,1434,car,53,705,351,938,0.64
3,61,1437,car,1193,647,1359,782,0.513
3,62,1423,car,488,476,586,543,0.702
3,62,1430,car,1046,430,1092,470,0.614
3,62,1434,car,7,726,321,976,0.712
3,62,1437,car,1185,628,1341,762,0.574
3,62,1424,car,1213,504,1303,573,0.606
3,63,1423,car,478,479,578,547,0.737
3,63,1430,car,1044,425,1090,467,0.755
3,63,1434,car,0,749,284,1026,0.848
3,63,1437,car,1177,613,1321,739,0.625
3,63,1424,car,1209,500,1297,568,0.637
3,63,1417,car,1258,424,1316,466,0.543
3,64,1423,car,467,481,572,553,0.673
3,64,1430,car,1043,423,1087,464,0.711
3,64,1434,car,0,776,242,1067,0.665
3,64,1437,car,1167,600,1304,719,0.506
3,65,1423,car,456,485,563,559,0.723
3,65,1430,car,1043,422,1085,462,0.674
3,65,1434,car,0,807,195,1079,0.731
3,65,1437,car,1161,588,1288,703,0.733
3,66,1423,car,444,488,554,564,0.775
3,66,1430,car,1043,419,1084,459,0.562
3,66,1437,car,1157,577,1275,689,0.523
3,66,1424,car,1194,489,1276,549,0.574
3,67,1423,car,432,492,545,569,0.772
3,67,1430,car,1041,418,1083,454,0.574
3,67,1437,car,1146,566,1264,658,0.621
3,68,1423,car,418,497,536,577,0.645
3,68,1430,car,1040,417,1082,451,0.524
3,68,1437,car,1138,557,1251,647,0.53
3,68,1439,car,1817,783,1919,895,0.666
3,68,1417,car,1235,415,1294,487,0.652
3,68,1424,car,1185,480,1261,540,0.562
3,69,1423,car,405,502,526,584,0.72
3,69,1437,car,1130,552,1238,642,0.645
3,69,1439,car,1785,762,1918,892,0.869
3,69,1417,car,1231,414,1290,488,0.606
3,69,1424,car,1181,476,1256,535,0.774
3,70,1423,truck,390,506,517,591,0.502
3,70,1437,car,1126,543,1230,634,0.613
3,70,1439,car,1748,740,1918,874,0.892
3,70,1424,car,1178,473,1251,531,0.51
3,71,1423,car,374,511,506,598,0.504
3,71,1437,car,1120,535,1221,625,0.55
3,71,1439,car,1713,717,1919,850,0.887
3,71,1424,car,1173,470,1244,527,0.718
3,71,1417,car,1224,413,1280,483,0.584
3,72,1423,car,358,518,495,606,0.666
3,72,1437,car,1116,528,1214,616,0.694
3,72,1439,car,1678,696,1905,823,0.875
3,72,1424,car,1170,468,1239,525,0.692
3,72,1417,car,1219,412,1277,471,0.571
3,73,1423,car,342,523,485,614,0.807
3,73,1437,car,1110,520,1208,606,0.542
3,73,1439,car,1647,678,1873,799,0.897
3,73,1424,car,1168,465,1235,521,0.508
3,73,1417,car,1216,410,1272,472,0.67
3,74,1423,car,324,527,472,624,0.812
3,74,1439,car,1618,665,1834,776,0.796
3,74,1417,car,1215,409,1269,471,0.517
3,75,1423,car,306,534,459,633,0.703
3,75,1439,car,1591,651,1797,755,0.862
3,75,1437,car,1102,508,1193,590,0.542
3,76,1423,car,283,540,447,642,0.806
3,76,1439,car,1569,641,1760,738,0.842
3,76,1437,car,1097,503,1184,582,0.605
3,77,1423,car,265,547,432,648,0.683
3,77,1439,car,1549,623,1725,719,0.825
3,77,1437,car,1093,496,1178,574,0.633
3,78,1423,car,241,555,416,654,0.649
3,78,1439,car,1528,611,1695,703,0.829
3,78,1437,car,1090,493,1172,567,0.703
3,78,1424,car,1151,454,1212,502,0.559
3,78,1417,car,1193,408,1253,462,0.589
3,79,1423,car,217,563,401,675,0.644
3,79,1439,car,1506,600,1666,692,0.861
3,79,1437,car,1089,489,1166,561,0.603
3,80,1423,car,190,569,383,692,0.57
3,80,1439,car,1487,592,1640,678,0.844
3,80,1437,car,1085,484,1162,554,0.644
3,81,1423,car,161,578,365,708,0.617
3,81,1439,car,1472,582,1614,657,0.819
3,81,1437,car,1082,480,1158,549,0.706
3,82,1439,car,1455,574,1593,645,0.779
3,82,1437,car,1078,476,1152,544,0.647
3,83,1439,car,1439,567,1571,640,0.725
3,83,1437,car,1078,473,1146,536,0.776
3,83,1424,car,1137,443,1190,485,0.529
3,83,1423,car,98,596,324,738,0.639
3,84,1439,car,1426,557,1551,631,0.751
3,84,1437,car,1075,470,1141,532,0.762
3,84,1440,car,1726,902,1918,1079,0.853
3,84,1441,car,1818,655,1919,754,0.661
3,84,1423,car,61,613,303,756,0.663
3,85,1439,car,1412,550,1534,621,0.733
3,85,1437,car,1072,467,1138,526,0.614
3,85,1440,car,1684,872,1919,1079,0.755
3,85,1441,car,1795,646,1919,754,0.805
3,85,1423,car,25,629,281,774,0.763
3,86,1439,car,1401,544,1514,612,0.778
3,86,1437,car,1069,462,1135,522,0.591
3,86,1440,car,1643,837,1919,1068,0.736
3,86,1441,car,1766,630,1918,745,0.737
3,86,1423,car,2,644,254,798,0.86
3,87,1439,car,1388,539,1497,604,0.709
3,87,1437,car,1067,458,1131,517,0.642
3,87,1440,car,1602,804,1919,1032,0.722
3,87,1441,car,1738,614,1919,732,0.638
3,87,1423,car,0,652,227,819,0.823
3,88,1439,car,1377,534,1484,596,0.724
3,88,1437,car,1065,455,1128,513,0.633
3,88,1440,car,1566,774,1892,987,0.832
3,88,1441,car,1713,604,1917,721,0.686
3,88,1423,car,0,664,200,842,0.716
3,88,1424,car,1121,431,1175,472,0.596
3,89,1439,car,1367,527,1469,589,0.708
3,89,1437,car,1063,453,1124,508,0.587
3,89,1440,car,1532,745,1846,945,0.832
3,89,1441,car,1684,593,1894,707,0.81
3,89,1424,car,1120,429,1172,469,0.641
3,90,1439,car,1358,523,1454,581,0.643
3,90,1437,car,1062,452,1119,503,0.608
3,90,1440,car,1503,721,1795,905,0.806
3,90,1441,car,1665,583,1865,693,0.748
3,90,1424,car,1120,427,1169,467,0.597
3,91,1439,car,1348,517,1442,573,0.666
3,91,1437,car,1059,448,1116,500,0.693
3,91,1440,car,1477,700,1746,872,0.78
3,91,1441,car,1644,574,1836,679,0.792
3,91,1424,car,1119,426,1165,464,0.527
3,92,1439,car,1337,508,1429,567,0.697
3,92,1437,car,1057,444,1114,496,0.714
3,92,1440,car,1453,680,1701,844,0.778
3,92,1441,car,1623,567,1807,663,0.578
3,93,1439,car,1328,503,1418,561,0.696
3,93,1440,car,1430,664,1662,817,0.751
3,93,1441,car,1604,559,1781,648,0.682
3,94,1439,car,1321,502,1406,555,0.746
3,94,1440,car,1412,649,1627,793,0.794
3,94,1441,car,1588,551,1753,641,0.779
3,94,1437,car,1054,439,1108,489,0.631
3,95,1439,car,1313,498,1396,549,0.701
3,95,1440,car,1395,640,1595,771,0.718
3,95,1441,car,1571,544,1729,631,0.578
3,95,1443,car,1412,937,1713,1078,0.709
3,95,1437,car,1051,437,1107,486,0.726
3,96,1439,car,1305,493,1389,545,0.704
3,96,1440,car,1378,622,1565,751,0.658
3,96,1441,car,1555,538,1706,624,0.682
3,96,1443,car,1385,904,1673,1079,0.595
3,97,1439,car,1297,489,1378,538,0.703
3,97,1440,car,1363,608,1540,733,0.702
3,97,1441,car,1540,533,1686,614,0.625
3,97,1443,car,1354,867,1618,1056,0.785
3,97,1444,car,125,278,194,312,0.681
3,97,1437,car,1047,432,1101,479,0.783
3,98,1439,car,1291,484,1369,533,0.661
3,98,1440,car,1347,595,1516,716,0.795
3,98,1441,car,1524,527,1664,606,0.639
3,98,1443,car,1328,829,1569,1011,0.73
3,98,1444,car,120,277,191,313,0.615
3,98,1437,car,1046,429,1099,476,0.707
3,99,1439,car,1284,480,1359,528,0.52
3,99,1440,car,1334,586,1493,701,0.843
3,99,1441,car,1511,520,1646,598,0.657
3,99,1443,car,1307,794,1527,965,0.802
3,99,1437,car,1045,428,1096,473,0.802
3,100,1439,car,1277,479,1350,522,0.559
3,100,1440,car,1321,577,1475,685,0.776
3,100,1441,car,1500,514,1627,589,0.732
3,100,1443,car,1286,766,1488,922,0.822
3,100,1437,car,1044,424,1093,469,0.732
3,100,1448,car,1836,679,1919,753,0.635
3,101,1439,car,1271,474,1344,518,0.694
3,101,1440,car,1310,567,1455,672,0.68
3,101,1441,car,1487,509,1611,581,0.619
3,101,1443,car,1269,739,1456,881,0.618
3,101,1437,car,1043,422,1090,466,0.632
3,101,1448,car,1811,663,1919,762,0.714
3,101,1444,car,108,277,179,313,0.505
3,102,1439,car,1266,470,1335,513,0.661
3,102,1440,car,1298,559,1437,653,0.657
3,102,1441,car,1474,504,1595,578,0.659
3,102,1443,car,1253,716,1429,849,0.78
3,102,1437,car,1042,420,1088,463,0.672
3,102,1448,car,1783,652,1918,754,0.802
3,102,1444,car,104,278,173,312,0.542
3,103,1439,car,1260,467,1327,510,0.688
3,103,1440,car,1288,551,1421,644,0.751
3,103,1441,car,1464,501,1580,570,0.645
3,103,1443,car,1238,693,1404,819,0.729
3,103,1448,car,1756,646,1918,740,0.802
3,104,1439,car,1253,461,1320,505,0.709
3,104,1440,car,1280,543,1406,636,0.709
3,104,1441,car,1455,496,1564,563,0.572
3,104,1443,car,1226,673,1383,790,0.761
3,104,1448,car,1730,634,1918,729,0.705
3,104,1437,car,1039,417,1084,457,0.564
3,104,1444,car,94,278,167,312,0.532
3,105,1439,car,1247,458,1315,502,0.713
3,105,1440,car,1270,536,1392,628,0.804
3,105,1443,car,1213,656,1360,768,0.789
3,105,1448,car,1704,620,1903,714,0.572
3,105,1437,car,1039,415,1084,453,0.625
3,105,1444,car,88,278,165,312,0.551
3,106,1439,car,1242,455,1308,499,0.676
3,106,1440,car,1262,528,1379,618,0.727
3,106,1443,car,1204,644,1341,747,0.789
3,106,1448,car,1677,606,1877,702,0.697
3,106,1444,car,84,276,163,312,0.612
3,106,1449,car,780,395,818,426,0.555
3,106,1441,car,1433,490,1538,550,0.584
3,107,1439,car,1237,454,1301,496,0.676
3,107,1440,car,1253,524,1367,609,0.805
3,107,1443,car,1193,628,1325,728,0.685
3,107,1448,car,1657,597,1847,686,0.686
3,107,1444,car,82,276,156,311,0.659
3,107,1449,car,779,395,818,427,0.518
3,107,1441,car,1423,484,1526,545,0.58
3,108,1439,car,1235,450,1295,492,0.693
3,108,1440,car,1246,516,1353,601,0.827
3,108,1443,car,1184,614,1310,710,0.615
3,108,1448,car,1638,587,1818,671,0.801
3,108,1444,car,77,276,147,309,0.566
3,108,1449,car,777,396,816,428,0.527
3,108,1441,car,1415,480,1514,540,0.568
3,109,1439,car,1230,448,1288,489,0.614
3,109,1440,car,1237,511,1343,592,0.812
3,109,1443,car,1175,602,1294,692,0.66
3,109,1448,car,1618,576,1791,654,0.827
3,109,1444,car,72,276,144,310,0.623
3,109,1441,car,1407,477,1502,533,0.693
3,110,1439,car,1225,446,1283,484,0.591
3,110,1440,car,1233,506,1332,583,0.666
3,110,1443,car,1168,591,1281,679,0.75
3,110,1448,car,1599,568,1765,644,0.792
3,110,1441,car,1399,475,1492,530,0.564
3,110,1450,car,636,393,679,429,0.62
3,111,1439,car,1223,442,1277,479,0.761
3,111,1440,car,1225,502,1322,574,0.766
3,111,1443,car,1161,580,1270,660,0.65
3,111,1448,car,1584,560,1740,637,0.729
3,111,1441,car,1397,471,1483,526,0.568
3,111,1450,car,633,391,678,431,0.641
3,111,1444,car,62,275,137,307,0.545
3,112,1439,car,1219,439,1271,476,0.739
3,112,1440,car,1218,499,1312,567,0.599
3,112,1443,car,1153,570,1259,646,0.687
3,112,1448,car,1569,551,1717,626,0.682
3,112,1441,car,1384,464,1472,521,0.628
3,112,1450,truck,628,391,676,433,0.582
3,112,1444,car,59,274,133,305,0.549
3,113,1439,car,1214,437,1266,473,0.652
3,113,1440,car,1212,492,1303,559,0.654
3,113,1443,car,1147,561,1248,638,0.736
3,113,1448,car,1552,545,1694,618,0.822
3,113,1441,car,1375,461,1462,516,0.626
3,113,1444,car,52,274,129,306,0.531
3,114,1439,car,1210,435,1261,471,0.695
3,114,1440,car,1206,488,1295,553,0.645
3,114,1443,car,1140,551,1238,627,0.554
3,114,1448,car,1538,538,1673,610,0.726
3,114,1441,car,1368,459,1451,512,0.581
3,114,1444,car,47,275,125,306,0.619
3,114,1449,car,758,404,799,436,0.57
3,115,1439,car,1207,434,1257,467,0.647
3,115,1440,car,1200,484,1287,548,0.701
3,115,1443,car,1135,543,1229,616,0.587
3,115,1448,car,1525,533,1656,603,0.784
3,115,1441,car,1362,457,1442,509,0.625
3,115,1444,car,43,276,122,307,0.689
3,115,1449,car,756,405,798,439,0.582
3,116,1439,car,1206,432,1252,464,0.663
3,116,1448,car,1513,527,1637,596,0.731
3,116,1441,car,1356,455,1435,505,0.703
3,116,1444,car,38,276,118,306,0.652
3,117,1439,car,1201,430,1250,464,0.71
3,117,1448,car,1501,521,1619,590,0.699
3,117,1441,car,1347,452,1427,501,0.607
3,117,1444,car,35,276,113,308,0.663
3,117,1440,car,1191,478,1272,538,0.643
3,118,1448,car,1487,516,1604,581,0.656
3,118,1441,car,1340,450,1420,498,0.573
3,118,1444,car,30,275,109,309,0.666
3,118,1443,car,1119,524,1208,592,0.702
3,118,1449,car,749,412,791,447,0.589
3,119,1448,car,1476,512,1587,574,0.677
3,119,1441,car,1334,447,1412,496,0.672
3,119,1444,car,24,275,105,309,0.706
3,119,1443,car,1114,518,1199,585,0.656
3,119,1449,car,747,412,790,449,0.665
3,119,1450,car,603,409,652,444,0.504
3,120,1448,car,1463,507,1572,570,0.766
3,120,1441,car,1329,444,1404,493,0.811
3,120,1444,car,20,275,100,309,0.706
3,120,1443,car,1109,513,1191,578,0.558
3,120,1449,car,744,412,788,451,0.637
3,120,1451,car,1829,664,1919,754,0.712
3,120,1450,car,600,410,649,446,0.542
3,121,1448,car,1454,505,1560,564,0.706
3,121,1441,car,1324,444,1397,490,0.756
3,121,1444,car,14,275,93,311,0.665
3,121,1443,car,1105,507,1185,569,0.585
3,121,1449,car,741,415,786,452,0.6
3,121,1451,car,1806,654,1919,766,0.722
3,121,1450,car,596,411,645,448,0.667
3,121,1440,car,1173,457,1247,521,0.517
3,122,1448,car,1442,501,1545,559,0.738
3,122,1441,car,1318,443,1390,489,0.749
3,122,1444,car,9,275,87,312,0.674
3,122,1443,car,1101,502,1179,564,0.643
3,122,1449,car,737,416,784,457,0.74
3,122,1451,car,1775,642,1918,758,0.745
3,122,1450,car,591,412,642,451,0.728
3,123,1448,car,1433,498,1533,554,0.747
3,123,1441,car,1313,441,1384,486,0.713
3,123,1444,car,6,276,83,311,0.617
3,123,1443,car,1097,499,1172,555,0.558
3,123,1449,car,733,419,781,459,0.804
3,123,1451,car,1749,628,1918,745,0.778
3,123,1450,car,586,413,639,453,0.749
3,124,1448,car,1425,494,1521,548,0.788
3,124,1441,car,1308,439,1375,483,0.649
3,124,1444,car,2,276,80,311,0.61
3,124,1443,car,1094,494,1166,549,0.636
3,124,1449,car,731,421,778,463,0.828
3,124,1451,car,1722,613,1918,734,0.765
3,124,1450,car,582,414,635,455,0.72
3,125,1448,car,1417,492,1509,544,0.685
3,125,1441,car,1305,436,1367,480,0.713
3,125,1444,car,0,276,78,312,0.59
3,125,1443,car,1091,492,1162,545,0.602
3,125,1449,car,726,422,775,466,0.829
3,125,1451,car,1697,603,1899,719,0.753
3,125,1450,car,578,415,631,457,0.786
3,126,1448,car,1408,488,1498,539,0.798
3,126,1441,car,1299,433,1364,477,0.769
3,126,1444,car,0,277,72,313,0.584
3,126,1443,car,1089,488,1157,539,0.771
3,126,1449,car,723,425,771,469,0.814
3,126,1451,car,1673,593,1873,704,0.795
3,126,1450,car,573,417,628,459,0.763
3,126,1452,car,1750,921,1918,1077,0.845
3,127,1448,car,1396,485,1488,537,0.705
3,127,1441,car,1294,433,1357,475,0.605
3,127,1444,car,0,277,67,314,0.542
3,127,1443,car,1086,483,1153,535,0.76
3,127,1449,car,719,429,768,472,0.822
3,127,1451,car,1650,582,1843,692,0.743
3,127,1450,car,568,417,626,460,0.758
3,127,1452,car,1710,887,1918,1079,0.784
3,128,1448,car,1390,482,1477,529,0.693
3,128,1441,car,1288,432,1352,474,0.676
3,128,1449,car,714,431,765,477,0.794
3,128,1451,car,1629,574,1814,672,0.798
3,128,1450,car,564,420,621,463,0.768
3,128,1452,car,1663,850,1919,1078,0.9
3,129,1448,car,1383,478,1467,525,0.742
3,129,1441,car,1285,431,1347,472,0.723
3,129,1449,car,709,432,761,481,0.664
3,129,1451,car,1610,568,1788,656,0.766
3,129,1450,car,558,421,616,464,0.652
3,129,1452,car,1621,816,1918,1049,0.894
3,129,1444,car,0,277,58,314,0.516
3,129,1443,car,1079,476,1142,525,0.632
3,130,1448,car,1376,476,1458,523,0.716
3,130,1441,car,1279,428,1339,467,0.69
3,130,1449,car,706,435,759,484,0.773
3,130,1451,car,1594,561,1762,646,0.766
3,130,1450,car,554,423,613,467,0.604
3,130,1452,car,1583,785,1914,1006,0.809
