run_id,frame,track_id,classe,x1,y1,x2,y2,confiance
3,1405,1688,car,1366,318,1452,369,0.721
3,1405,1685,car,606,261,663,305,0.579
3,1405,1691,car,1407,385,1532,460,0.664
3,1405,1693,car,1162,466,1321,598,0.671
3,1405,1694,car,802,262,846,295,0.673
3,1405,1696,car,1416,488,1601,607,0.743
3,1405,1692,car,755,240,797,274,0.623
3,1405,1680,car,1143,244,1185,277,0.507
3,1406,1682,car,1234,255,1283,289,0.582
3,1406,1687,car,1199,331,1283,394,0.692
3,1406,1688,car,1360,316,1442,364,0.768
3,1406,1685,car,603,263,659,307,0.697
3,1406,1691,car,1394,381,1515,453,0.749
3,1406,1693,car,1154,453,1302,579,0.688
3,1406,1694,car,800,264,845,298,0.635
3,1406,1696,car,1398,476,1573,591,0.537
3,1406,1692,car,753,241,797,275,0.548
3,1407,1682,car,1231,253,1279,286,0.635
3,1407,1687,car,1195,326,1274,388,0.703
3,1407,1688,car,1354,314,1435,361,0.735
3,1407,1685,car,598,264,655,309,0.787
3,1407,1691,car,1384,372,1500,444,0.688
3,1407,1693,car,1145,442,1288,561,0.809
3,1407,1694,car,798,265,844,299,0.703
3,1407,1696,car,1383,463,1546,575,0.565
3,1407,1692,car,750,241,795,277,0.551
3,1407,1680,car,1140,243,1180,274,0.543
3,1408,1687,car,1190,324,1269,383,0.652
3,1408,1688,car,1345,310,1426,357,0.67
3,1408,1685,car,591,264,651,312,0.769
3,1408,1691,car,1373,365,1489,438,0.681
3,1408,1693,car,1141,433,1273,546,0.727
3,1408,1694,car,795,267,842,303,0.767
3,1408,1696,car,1366,453,1522,558,0.76
3,1408,1692,car,747,243,793,279,0.516
3,1409,1687,car,1185,320,1263,377,0.652
3,1409,1688,car,1338,308,1417,354,0.594
3,1409,1685,car,585,266,647,314,0.824
3,1409,1691,car,1363,359,1473,430,0.731
3,1409,1693,car,1130,423,1262,530,0.719
3,1409,1694,car,793,269,841,306,0.727
3,1409,1696,car,1354,440,1497,545,0.577
3,1409,1682,car,1225,253,1271,283,0.544
3,1410,1687,car,1180,316,1256,374,0.739
3,1410,1688,car,1332,305,1410,349,0.628
3,1410,1685,car,579,268,642,318,0.807
3,1410,1691,car,1354,355,1461,424,0.691
3,1410,1693,car,1125,412,1249,516,0.622
3,1410,1694,car,790,271,839,309,0.746
3,1410,1696,car,1341,433,1479,533,0.607
3,1410,1682,car,1221,248,1269,284,0.575
3,1411,1687,car,1175,312,1248,370,0.84
3,1411,1688,car,1324,302,1402,346,0.749
3,1411,1685,car,573,269,638,321,0.855
3,1411,1691,car,1344,348,1447,415,0.638
3,1411,1693,car,1117,402,1240,503,0.717
3,1411,1694,car,787,272,838,311,0.761
3,1411,1696,car,1330,424,1459,519,0.613
3,1411,1682,car,1215,248,1264,282,0.516
3,1411,1692,car,741,245,787,284,0.517
3,1412,1687,car,1173,309,1244,366,0.772
3,1412,1688,car,1317,299,1393,343,0.786
3,1412,1685,car,567,270,634,323,0.864
3,1412,1691,car,1336,345,1437,413,0.658
3,1412,1693,car,1113,394,1229,492,0.647
3,1412,1694,car,784,275,836,313,0.718
3,1412,1696,car,1317,415,1443,507,0.705
3,1413,1687,car,1169,306,1239,364,0.632
3,1413,1688,car,1314,296,1388,341,0.637
3,1413,1685,car,561,274,630,327,0.849
3,1413,1691,car,1327,343,1425,406,0.521
3,1413,1693,car,1107,387,1218,482,0.673
3,1413,1694,car,781,277,835,316,0.732
3,1413,1696,car,1307,408,1426,497,0.618
3,1413,1682,car,1209,247,1257,278,0.62
3,1413,1692,car,734,247,782,289,0.586
3,1414,1687,car,1164,303,1234,358,0.705
3,1414,1688,car,1310,293,1379,337,0.709
3,1414,1685,car,554,276,625,332,0.786
3,1414,1691,car,1319,338,1415,401,0.543
3,1414,1693,car,1103,382,1211,472,0.74
3,1414,1694,car,779,278,833,319,0.765
3,1414,1696,car,1294,397,1410,485,0.564
3,1414,1682,car,1208,244,1254,276,0.61
3,1414,1692,car,732,249,779,292,0.596
3,1415,1687,car,1161,301,1229,354,0.816
3,1415,1685,car,546,278,617,336,0.627
3,1415,1693,car,1099,374,1203,461,0.685
3,1415,1694,car,778,280,831,320,0.748
3,1415,1696,car,1284,391,1394,474,0.621
3,1415,1682,car,1204,243,1251,276,0.593
3,1415,1692,car,729,251,778,294,0.65
3,1416,1687,car,1158,300,1224,349,0.785
3,1416,1685,car,539,282,611,339,0.613
3,1416,1693,car,1092,368,1193,452,0.644
3,1416,1694,car,775,281,829,323,0.696
3,1416,1696,car,1273,386,1383,465,0.623
3,1416,1692,car,725,254,776,297,0.545
3,1416,1688,car,1299,290,1366,333,0.534
3,1416,1691,car,1304,331,1395,392,0.822
3,1417,1687,car,1153,297,1219,346,0.781
3,1417,1685,car,531,284,605,344,0.752
3,1417,1693,car,1089,362,1187,444,0.694
3,1417,1694,car,772,285,828,329,0.713
3,1417,1696,car,1265,377,1371,456,0.645
3,1417,1692,car,722,258,773,299,0.502
3,1417,1688,car,1294,289,1359,329,0.53
3,1417,1682,car,1200,238,1246,273,0.556
3,1418,1687,car,1150,293,1213,342,0.718
3,1418,1685,truck,523,285,598,347,0.525
3,1418,1693,car,1086,356,1179,436,0.674
3,1418,1694,car,770,288,826,333,0.754
3,1418,1696,car,1257,371,1357,448,0.755
3,1418,1692,car,720,258,772,303,0.553
3,1419,1687,car,1147,292,1208,339,0.719
3,1419,1685,car,515,289,592,351,0.564
3,1419,1693,car,1081,350,1173,429,0.755
3,1419,1694,car,768,290,823,335,0.78
3,1419,1696,car,1248,366,1347,440,0.689
3,1419,1691,car,1292,322,1369,376,0.68
3,1420,1687,car,1144,289,1203,335,0.739
3,1420,1685,car,506,294,587,355,0.759
3,1420,1693,car,1079,346,1165,419,0.758
3,1420,1694,car,766,293,821,339,0.841
3,1420,1696,car,1240,360,1334,432,0.552
3,1420,1691,car,1287,320,1363,371,0.633
3,1420,1692,car,711,261,768,308,0.562
3,1421,1687,car,1140,288,1200,333,0.754
3,1421,1685,car,496,297,580,359,0.765
3,1421,1693,car,1075,340,1160,412,0.796
3,1421,1694,car,762,296,819,344,0.844
3,1421,1696,car,1235,354,1324,425,0.696
3,1421,1692,car,707,263,764,310,0.578
3,1422,1687,car,1139,284,1195,331,0.727
3,1422,1685,car,487,299,572,364,0.508
3,1422,1693,car,1071,335,1155,405,0.773
3,1422,1694,car,759,300,817,346,0.837
3,1422,1696,car,1227,351,1315,418,0.684
3,1422,1692,car,704,265,762,311,0.636
3,1423,1687,car,1136,280,1192,328,0.73
3,1423,1685,car,478,304,566,369,0.806
3,1423,1693,car,1068,332,1150,398,0.761
3,1423,1694,car,755,302,815,351,0.781
3,1423,1696,car,1222,346,1306,410,0.577
3,1423,1692,car,701,267,759,314,0.743
3,1424,1687,car,1132,278,1188,324,0.661
3,1424,1685,car,468,306,557,372,0.786
3,1424,1693,car,1066,326,1145,392,0.757
3,1424,1694,car,750,305,812,356,0.741
3,1424,1696,car,1214,343,1297,404,0.718
3,1424,1692,car,698,269,755,317,0.786
3,1424,1699,car,663,211,709,251,0.742
3,1424,1691,car,1261,307,1333,357,0.511
3,1425,1687,car,1130,277,1184,322,0.641
3,1425,1685,car,459,307,550,378,0.651
3,1425,1693,car,1065,323,1141,387,0.657
3,1425,1694,car,747,309,811,360,0.647
3,1425,1696,car,1209,337,1287,400,0.729
3,1425,1692,car,695,272,752,321,0.815
3,1425,1699,car,662,213,708,251,0.746
3,1426,1687,car,1130,275,1180,318,0.701
3,1426,1685,car,446,315,542,385,0.689
3,1426,1693,car,1060,319,1136,380,0.656
3,1426,1694,car,744,310,808,362,0.686
3,1426,1696,car,1201,333,1280,394,0.655
3,1426,1692,car,690,272,749,324,0.7
3,1426,1699,car,660,212,705,251,0.741
3,1427,1687,car,1126,273,1177,315,0.663
3,1427,1685,car,435,317,533,391,0.775
3,1427,1693,car,1056,314,1130,376,0.694
3,1427,1694,car,739,312,804,368,0.733
3,1427,1696,car,1198,331,1273,388,0.67
3,1427,1692,car,685,276,746,328,0.554
3,1427,1699,car,659,215,702,253,0.584
3,1428,1687,car,1123,272,1175,312,0.549
3,1428,1685,car,422,319,525,397,0.576
3,1428,1693,car,1054,310,1127,371,0.655
3,1428,1694,car,735,319,803,372,0.701
3,1428,1696,car,1191,325,1265,383,0.651
3,1428,1692,car,680,278,742,332,0.528
3,1428,1699,car,656,217,702,255,0.521
3,1429,1687,car,1119,271,1170,310,0.685
3,1429,1685,car,410,325,515,403,0.645
3,1429,1693,car,1053,309,1123,367,0.698
3,1429,1694,car,731,324,800,378,0.77
3,1429,1696,car,1185,321,1258,379,0.628
3,1429,1692,car,675,281,738,335,0.567
3,1429,1699,car,653,217,699,256,0.534
3,1430,1687,car,1115,268,1166,309,0.685
3,1430,1685,car,397,330,504,409,0.603
3,1430,1693,car,1050,306,1117,365,0.653
3,1430,1696,car,1180,318,1253,374,0.773
3,1431,1687,car,1115,266,1164,308,0.527
3,1431,1685,car,381,335,494,418,0.719
3,1431,1693,car,1049,302,1115,359,0.605
3,1431,1696,car,1176,316,1246,370,0.797
3,1431,1694,car,721,331,792,390,0.706
3,1431,1699,car,649,219,693,260,0.513
3,1432,1687,car,1114,265,1162,306,0.552
3,1432,1685,car,365,340,482,426,0.655
3,1432,1693,car,1048,302,1112,355,0.64
3,1432,1696,car,1173,312,1239,366,0.84
3,1432,1694,car,717,334,789,395,0.746
3,1432,1699,car,646,220,690,261,0.534
3,1432,1692,car,662,289,731,346,0.584
3,1433,1685,car,351,345,471,435,0.682
3,1433,1693,car,1045,300,1108,351,0.629
3,1433,1696,car,1167,310,1234,362,0.578
3,1433,1694,car,712,340,786,402,0.76
3,1433,1699,car,643,223,689,262,0.606
3,1433,1692,car,655,291,728,352,0.71
3,1434,1685,car,333,349,459,443,0.728
3,1434,1693,car,1044,295,1104,346,0.674
3,1434,1696,car,1164,308,1228,358,0.645
3,1434,1694,car,706,343,781,408,0.761
3,1434,1699,car,640,223,686,263,0.646
3,1434,1692,car,650,295,723,356,0.717
3,1435,1685,car,315,357,446,452,0.659
3,1435,1693,car,1041,293,1101,343,0.648
3,1435,1696,car,1160,304,1224,355,0.63
3,1435,1694,car,700,347,778,415,0.74
3,1435,1699,car,637,225,684,265,0.636
3,1435,1692,car,644,299,719,360,0.661
3,1436,1685,car,297,362,434,461,0.564
3,1436,1693,car,1038,291,1097,340,0.658
3,1436,1696,car,1157,302,1217,352,0.599
3,1436,1694,car,695,350,776,421,0.819
3,1436,1699,car,635,225,682,266,0.707
3,1436,1692,car,636,302,714,364,0.522
3,1437,1685,car,278,368,419,472,0.701
3,1437,1693,car,1038,288,1094,335,0.633
3,1437,1696,car,1153,298,1213,347,0.684
3,1437,1694,car,689,355,771,428,0.762
3,1437,1699,car,632,225,680,267,0.69
3,1437,1692,car,631,306,710,368,0.591
3,1438,1685,car,257,376,404,482,0.74
3,1438,1693,car,1038,285,1092,331,0.699
3,1438,1696,car,1149,295,1208,344,0.653
3,1438,1694,car,682,361,766,437,0.795
3,1438,1699,car,629,224,677,269,0.73
3,1438,1692,car,625,308,706,373,0.58
3,1438,1687,car,1099,259,1144,292,0.565
3,1439,1685,truck,233,382,389,492,0.509
3,1439,1693,car,1034,282,1090,330,0.695
3,1439,1696,car,1143,294,1204,342,0.556
3,1439,1694,car,675,366,762,444,0.653
3,1439,1699,car,627,228,676,271,0.739
3,1440,1685,car,209,389,373,504,0.636
3,1440,1693,car,1034,278,1089,327,0.725
3,1440,1696,car,1139,292,1200,339,0.571
3,1440,1694,car,665,373,760,453,0.628
3,1440,1699,car,624,228,673,273,0.781
3,1441,1685,car,184,398,356,517,0.637
3,1441,1693,car,1033,277,1087,323,0.701
3,1441,1696,car,1137,290,1195,337,0.636
3,1441,1694,car,658,379,755,463,0.759
3,1441,1699,car,619,228,671,274,0.756
3,1441,1692,car,603,317,690,391,0.662
3,1442,1685,car,156,407,337,530,0.653
3,1442,1693,car,1031,276,1084,321,0.736
3,1442,1696,car,1132,288,1191,334,0.664
3,1442,1694,car,649,387,747,473,0.752
3,1442,1699,car,616,229,667,275,0.72
3,1442,1692,car,597,323,685,397,0.788
3,1443,1685,truck,125,415,316,547,0.582
3,1443,1693,car,1029,276,1082,319,0.65
3,1443,1696,car,1130,287,1187,331,0.708
3,1443,1694,car,641,393,743,484,0.644
3,1443,1699,car,613,230,663,276,0.712
3,1443,1692,car,589,327,677,403,0.766
3,1444,1685,car,93,426,294,561,0.685
3,1444,1693,car,1027,273,1079,317,0.763
3,1444,1696,car,1128,284,1185,326,0.595
3,1444,1694,car,631,402,737,496,0.783
3,1444,1699,car,610,233,661,279,0.705
3,1444,1692,car,580,331,671,411,0.626
3,1445,1685,truck,57,435,271,578,0.515
3,1445,1693,car,1027,272,1078,314,0.69
3,1445,1694,car,621,409,733,507,0.687
3,1445,1699,car,608,235,659,280,0.667
3,1445,1692,car,570,335,665,416,0.63
3,1446,1685,truck,19,446,247,598,0.529
3,1446,1693,car,1026,269,1077,311,0.615
3,1446,1694,car,611,421,724,518,0.668
3,1446,1699,car,605,233,657,282,0.629
3,1446,1692,truck,561,339,661,424,0.538
3,1446,1696,car,1125,282,1175,321,0.56
3,1447,1693,car,1024,267,1074,308,0.579
3,1447,1694,truck,600,429,720,532,0.548
3,1447,1699,car,602,236,655,284,0.691
3,1447,1692,car,551,346,653,431,0.516
3,1447,1696,car,1121,279,1170,319,0.634
3,1448,1693,car,1024,266,1072,305,0.617
3,1448,1694,car,589,440,711,546,0.685
3,1448,1699,car,598,236,651,285,0.641
3,1448,1692,car,542,350,644,437,0.681
3,1448,1696,car,1119,276,1165,316,0.66
3,1448,1701,car,1176,248,1227,296,0.718
3,1448,1685,car,0,471,193,637,0.507
3,1449,1693,car,1022,265,1069,304,0.622
3,1449,1694,car,573,451,703,560,0.767
3,1449,1699,car,594,236,648,288,0.593
3,1449,1692,car,528,355,638,446,0.545
3,1449,1696,car,1116,275,1162,312,0.623
3,1449,1701,car,1174,247,1225,294,0.771
3,1449,1685,car,0,485,159,650,0.5
3,1450,1693,car,1020,264,1067,301,0.602
3,1450,1694,car,559,461,694,575,0.707
3,1450,1692,car,517,361,629,455,0.579
3,1450,1696,car,1114,273,1160,308,0.601
3,1450,1685,car,0,499,126,656,0.644
3,1451,1693,car,1020,262,1066,298,0.671
3,1451,1694,car,544,476,685,593,0.647
3,1451,1692,car,503,367,621,462,0.583
3,1451,1696,car,1111,272,1157,307,0.677
3,1451,1685,car,0,515,87,660,0.641
3,1451,1699,car,586,236,642,291,0.529
3,1451,1701,car,1173,246,1220,286,0.554
3,1452,1693,car,1020,260,1065,296,0.692
3,1452,1694,truck,528,485,678,613,0.504
3,1452,1696,car,1108,270,1155,306,0.651
3,1452,1699,car,581,243,640,293,0.565
3,1453,1693,car,1019,257,1064,294,0.651
3,1453,1694,car,506,495,671,632,0.637
3,1453,1696,car,1107,267,1154,305,0.516
3,1453,1699,car,577,245,636,295,0.668
3,1453,1702,car,688,245,733,275,0.698
3,1453,1692,car,475,380,603,482,0.776
3,1454,1693,car,1018,256,1062,292,0.552
3,1454,1694,car,489,508,659,647,0.55
3,1454,1696,car,1105,266,1152,302,0.643
3,1454,1699,car,574,244,634,297,0.657
3,1454,1702,car,685,245,730,277,0.698
3,1454,1692,car,461,386,593,494,0.552
3,1455,1694,car,467,522,648,676,0.754
3,1455,1699,car,570,243,631,298,0.637
3,1455,1702,car,681,247,728,279,0.635
3,1455,1692,car,445,392,582,506,0.535
3,1455,1701,car,1162,244,1206,283,0.606
3,1456,1694,car,441,536,634,706,0.601
3,1456,1699,car,565,245,628,299,0.595
3,1456,1702,car,678,248,727,282,0.624
3,1456,1692,car,426,399,571,518,0.547
3,1457,1694,car,415,556,619,737,0.508
3,1457,1702,car,674,251,723,284,0.641
3,1457,1692,truck,408,406,560,531,0.737
3,1458,1694,car,384,575,605,772,0.631
3,1458,1702,car,671,251,720,285,0.66
3,1458,1692,truck,388,416,548,546,0.642
3,1458,1699,car,557,248,621,305,0.634
3,1459,1694,car,350,596,589,809,0.729
3,1459,1702,car,668,252,718,287,0.668
3,1459,1692,car,366,426,535,560,0.689
3,1459,1699,car,553,255,616,307,0.606
3,1459,1693,car,1014,246,1057,283,0.583
3,1460,1694,car,311,626,571,853,0.845
3,1460,1702,car,663,253,718,289,0.722
3,1460,1692,car,343,434,523,577,0.565
3,1460,1699,car,548,256,613,307,0.608
3,1461,1694,car,266,650,550,903,0.716
3,1461,1702,car,659,253,715,290,0.667
3,1461,1692,car,319,445,508,596,0.668
3,1461,1696,car,1092,255,1133,288,0.516
3,1462,1694,car,216,677,528,962,0.689
3,1462,1702,car,657,257,711,291,0.628
3,1463,1694,car,157,709,500,1028,0.77
3,1463,1702,car,653,260,705,292,0.603
3,1463,1699,car,532,259,602,315,0.547
3,1463,1692,car,262,470,473,634,0.523
3,1463,1696,car,1089,253,1127,284,0.58
3,1464,1694,truck,78,744,470,1067,0.692
3,1464,1702,car,650,263,701,295,0.69
3,1464,1699,car,528,258,596,318,0.518
3,1465,1702,car,646,265,698,298,0.728
3,1465,1699,car,524,258,592,320,0.563
3,1465,1692,car,193,497,432,687,0.518
3,1466,1702,car,642,266,695,300,0.737
3,1466,1699,car,518,263,588,321,0.597
3,1466,1705,car,735,224,773,253,0.548
3,1466,1694,car,8,835,395,1080,0.68
3,1467,1702,car,637,267,692,304,0.732
3,1467,1694,car,0,900,346,1080,0.751
3,1467,1692,car,109,529,381,747,0.545
3,1468,1702,car,633,268,688,307,0.719
3,1468,1694,car,0,974,290,1080,0.723
3,1468,1699,car,506,271,577,326,0.611
3,1469,1702,car,629,269,685,309,0.703
3,1469,1699,car,501,274,573,329,0.678
3,1469,1692,car,17,573,324,826,0.825
3,1470,1702,car,624,271,680,312,0.745
3,1470,1699,car,494,271,570,332,0.589
3,1470,1692,car,0,599,288,872,0.66
3,1471,1702,car,619,273,676,314,0.803
3,1471,1699,car,487,271,566,335,0.555
3,1472,1702,car,613,275,673,317,0.83
3,1472,1692,car,0,654,209,965,0.615
3,1473,1702,car,610,276,670,319,0.778
3,1473,1706,car,1799,491,1919,611,0.841
3,1473,1699,car,475,273,557,342,0.509
3,1474,1702,car,605,278,666,321,0.732
3,1474,1706,car,1775,484,1919,602,0.783
3,1474,1692,car,0,728,108,973,0.669
3,1475,1702,car,601,283,661,324,0.657
3,1475,1706,car,1747,470,1918,586,0.751
3,1476,1702,car,597,286,657,328,0.737
3,1476,1706,car,1722,458,1918,574,0.85
3,1476,1699,car,455,277,542,352,0.551
3,1477,1702,car,590,288,654,332,0.719
3,1477,1706,car,1697,448,1901,559,0.843
3,1477,1708,car,712,240,753,272,0.636
3,1477,1699,truck,448,273,539,354,0.694
3,1478,1702,car,586,291,648,334,0.622
3,1478,1706,car,1673,439,1874,548,0.844
3,1478,1708,car,711,239,752,273,0.616
3,1479,1702,car,578,293,643,337,0.673
3,1479,1706,car,1651,430,1845,535,0.867
3,1479,1708,car,710,238,752,275,0.63
3,1480,1702,car,573,296,639,342,0.738
3,1480,1706,car,1632,420,1815,522,0.842
3,1480,1708,car,707,242,749,276,0.56
3,1480,1699,car,423,294,518,364,0.566
3,1481,1702,car,565,298,636,345,0.778
3,1481,1706,car,1615,413,1787,509,0.854
3,1482,1702,car,559,301,631,347,0.636
3,1482,1706,car,1595,404,1761,499,0.864
3,1483,1702,car,553,307,623,351,0.612
3,1483,1706,car,1577,398,1737,488,0.846
3,1483,1708,car,698,248,743,282,0.509
3,1484,1702,car,546,308,618,355,0.611
3,1484,1706,car,1563,391,1714,480,0.777
3,1484,1708,car,696,249,740,282,0.558
3,1485,1702,car,538,311,613,360,0.712
3,1485,1706,car,1547,387,1692,472,0.763
3,1485,1708,car,693,250,737,284,0.639
3,1486,1702,car,530,314,610,365,0.74
3,1486,1706,car,1533,383,1673,461,0.646
3,1486,1708,car,690,250,733,284,0.547
3,1487,1702,car,522,315,604,369,0.814
3,1487,1706,car,1519,376,1654,455,0.777
3,1487,1708,car,687,252,729,286,0.655
3,1487,1699,car,356,324,468,393,0.577
3,1488,1702,car,514,319,599,373,0.805
3,1488,1706,car,1507,369,1636,449,0.772
3,1488,1708,car,685,253,726,288,0.613
3,1489,1702,car,506,321,592,378,0.774
3,1489,1706,car,1494,364,1619,440,0.661
3,1489,1708,car,680,254,724,290,0.516
3,1489,1699,car,334,328,450,402,0.513
3,1490,1702,car,496,326,584,384,0.718
3,1490,1706,car,1480,360,1602,432,0.613
3,1490,1708,car,676,256,722,292,0.633
3,1490,1709,car,1496,874,1902,1079,0.718
3,1490,1699,truck,321,318,443,408,0.639
3,1491,1702,car,487,329,578,389,0.623
3,1491,1706,car,1468,357,1588,428,0.772
3,1491,1708,car,673,258,720,295,0.718
3,1491,1709,car,1460,835,1842,1079,0.683
3,1491,1699,truck,310,314,435,410,0.505
3,1492,1702,car,476,333,572,394,0.782
3,1492,1706,car,1457,353,1572,420,0.715
3,1492,1708,car,671,260,718,297,0.763
3,1492,1709,car,1420,787,1761,1045,0.829
3,1492,1699,car,298,328,423,417,0.581
3,1493,1702,car,465,337,565,400,0.745
3,1493,1706,car,1448,348,1559,415,0.758
3,1493,1708,car,668,261,715,299,0.734
3,1493,1709,car,1382,740,1691,983,0.789
3,1493,1699,truck,285,319,417,422,0.645
3,1494,1702,car,454,340,555,405,0.733
3,1494,1706,car,1437,346,1545,408,0.652
3,1494,1708,car,662,262,713,301,0.745
3,1494,1709,car,1355,699,1632,918,0.813
3,1495,1702,car,444,345,547,409,0.653
3,1495,1706,car,1428,341,1533,404,0.731
3,1495,1708,car,659,263,710,304,0.742
3,1495,1709,car,1331,663,1581,861,0.83
3,1495,1699,truck,257,318,400,436,0.545
3,1496,1702,car,431,351,536,417,0.629
3,1496,1706,car,1419,337,1521,398,0.728
3,1496,1708,car,656,265,707,307,0.628
3,1496,1709,car,1309,638,1539,809,0.785
3,1497,1702,car,419,355,529,424,0.692
3,1497,1706,car,1411,335,1510,393,0.743
3,1497,1708,car,652,268,703,308,0.683
3,1497,1709,car,1289,604,1500,767,0.666
3,1497,1699,truck,225,341,376,449,0.569
3,1498,1702,car,406,360,519,432,0.737
3,1498,1706,car,1403,329,1500,386,0.736
3,1498,1708,car,649,268,700,310,0.745
3,1498,1709,car,1272,576,1466,728,0.584
3,1498,1699,car,208,362,357,457,0.573
3,1499,1702,car,392,364,509,440,0.76
3,1499,1706,car,1394,325,1489,383,0.725
3,1499,1708,car,645,269,696,313,0.645
3,1499,1709,car,1256,551,1439,697,0.555
3,1499,1699,car,191,372,337,464,0.501
3,1500,1702,car,378,371,500,447,0.786
3,1500,1706,car,1387,322,1477,379,0.713
3,1500,1708,car,640,270,693,314,0.699
3,1500,1709,car,1243,530,1414,669,0.563
3,1501,1702,car,365,375,489,455,0.658
3,1501,1706,car,1380,319,1469,375,0.809
3,1501,1708,car,636,271,690,317,0.758
3,1501,1709,car,1229,514,1393,642,0.627
3,1502,1702,car,347,383,478,464,0.822
3,1502,1706,car,1372,317,1460,372,0.772
3,1502,1708,car,633,273,688,320,0.731
3,1502,1709,car,1215,498,1370,618,0.587
3,1502,1699,truck,132,356,311,488,0.616
3,1503,1702,car,329,389,466,474,0.734
3,1503,1706,car,1367,314,1451,368,0.737
3,1503,1708,car,627,275,685,322,0.734
3,1503,1709,car,1206,484,1351,596,0.65
3,1503,1699,truck,112,360,298,497,0.597
3,1504,1702,car,312,397,452,485,0.559
3,1504,1706,car,1361,312,1443,365,0.685
3,1504,1708,car,623,278,681,324,0.764
3,1504,1709,car,1196,471,1336,579,0.651
3,1504,1699,truck,90,359,287,505,0.734
3,1505,1702,car,293,404,440,495,0.605
3,1505,1706,car,1354,310,1436,361,0.742
3,1505,1708,car,616,282,677,328,0.823
3,1505,1709,car,1186,458,1319,561,0.779
3,1506,1702,car,269,412,425,507,0.712
3,1506,1706,car,1346,307,1427,357,0.693
3,1506,1708,car,612,284,673,332,0.819
3,1506,1709,car,1180,446,1304,546,0.764
3,1506,1699,truck,46,375,255,525,0.637
3,1507,1702,car,246,420,412,518,0.744
3,1507,1706,car,1340,304,1420,354,0.755
3,1507,1708,car,607,285,671,335,0.672
3,1507,1709,car,1173,436,1290,532,0.617
3,1507,1699,truck,16,383,238,535,0.689
3,1508,1702,car,219,430,396,533,0.685
3,1508,1706,car,1335,302,1414,351,0.757
3,1508,1708,car,603,287,665,338,0.818
3,1508,1709,car,1166,427,1278,518,0.667
3,1508,1699,truck,0,387,221,548,0.746
3,1509,1702,car,193,440,376,546,0.62
3,1509,1706,car,1330,299,1405,348,0.718
3,1509,1708,car,597,291,660,343,0.63
3,1509,1709,car,1160,416,1266,506,0.669
3,1509,1699,truck,0,392,200,559,0.692
3,1510,1702,car,164,448,359,561,0.667
3,1510,1706,car,1325,298,1398,345,0.768
3,1510,1708,car,591,294,657,346,0.651
3,1510,1709,car,1153,408,1255,494,0.734
3,1510,1699,truck,0,398,178,572,0.74
3,1511,1702,car,132,456,340,577,0.535
3,1511,1706,car,1319,296,1392,343,0.653
3,1511,1708,car,584,298,652,350,0.645
3,1511,1709,car,1147,400,1245,482,0.655
3,1511,1699,truck,0,405,157,585,0.691
3,1511,1712,car,662,237,708,272,0.662
3,1512,1702,truck,101,468,319,592,0.705
3,1512,1706,car,1315,293,1384,338,0.642
3,1512,1708,car,577,298,647,354,0.808
3,1512,1709,car,1139,393,1237,472,0.52
3,1512,1699,truck,0,413,135,586,0.564
3,1512,1712,car,661,240,705,273,0.57
3,1513,1702,truck,63,479,297,611,0.632
3,1513,1706,car,1310,290,1377,335,0.609
3,1513,1708,car,570,301,642,357,0.729
3,1513,1709,car,1136,385,1229,462,0.59
3,1513,1699,truck,0,419,111,582,0.551
3,1513,1712,car,658,239,701,275,0.562
3,1513,1713,car,786,244,824,275,0.617
3,1514,1702,car,22,492,273,630,0.588
3,1514,1706,car,1306,289,1372,332,0.809
3,1514,1708,car,564,304,638,361,0.731
3,1514,1699,truck,0,423,86,583,0.502
3,1514,1712,car,655,241,700,276,0.559
3,1514,1713,car,783,243,823,276,0.506
3,1515,1702,car,0,505,247,645,0.598
3,1515,1706,car,1301,286,1365,330,0.617
3,1515,1708,car,556,307,632,365,0.797
3,1515,1712,car,649,239,699,277,0.611
3,1515,1713,car,783,244,821,279,0.612
3,1515,1709,car,1125,372,1214,445,0.639
3,1516,1702,car,0,522,217,659,0.67
3,1516,1706,car,1296,283,1359,327,0.67
3,1516,1708,car,549,310,627,369,0.841
3,1516,1712,car,647,243,695,279,0.575
3,1516,1713,car,778,244,818,282,0.68
3,1516,1709,car,1120,366,1209,437,0.661
3,1517,1702,car,0,539,186,688,0.597
3,1517,1706,car,1291,281,1354,324,0.681
3,1517,1708,car,542,313,620,373,0.77
3,1517,1712,car,645,243,692,282,0.649
3,1517,1713,car,775,247,816,284,0.708
3,1517,1709,car,1116,360,1202,430,0.596
3,1518,1702,car,0,556,151,691,0.556
3,1518,1706,car,1287,278,1349,321,0.775
3,1518,1708,car,533,317,613,377,0.719
3,1518,1712,car,642,245,691,283,0.674
3,1518,1713,car,773,248,815,286,0.612
3,1518,1709,car,1112,355,1194,422,0.69
3,1519,1706,car,1283,277,1343,321,0.783
3,1519,1708,car,525,320,607,382,0.825
3,1519,1712,car,639,244,687,285,0.626
3,1519,1713,car,770,250,814,288,0.599
3,1520,1706,car,1278,276,1338,319,0.733
3,1520,1708,car,516,323,600,387,0.793
3,1520,1712,car,636,243,684,286,0.694
3,1520,1709,car,1104,345,1182,408,0.532
3,1521,1706,car,1274,273,1334,315,0.692
3,1521,1708,car,507,326,594,393,0.662
3,1521,1712,car,631,245,681,287,0.561
3,1521,1709,car,1101,340,1177,400,0.659
3,1521,1713,car,763,253,809,292,0.57
